Site,Recipe Name,URL,Cooking Time,Ingredients,Instructions
BBC Good Food,Vintage chocolate chip cookies,https://www.bbcgoodfood.com/recipes/vintage-chocolate-chip-cookies,Not specified,"150gsalted buttersoftened
80glight brown muscovado sugar
80ggranulated sugar
2 tspvanilla extract
1large egg
225gplain flour
½ tspbicarbonate of soda
¼ tspsalt
200gplain chocolate chipsor chunks",
